Retailer,Product ID,City,Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
West Gear,OFF-BI-10000343,Boise,Women's Athletic Footwear,$30.00 ,375,"$1,12,500 ","$50,625 ",45%
West Gear,OFF-ST-10001172,Boise,Men's Apparel,$35.00 ,275,"$96,250 ","$28,875 ",30%
West Gear,OFF-BI-10003707,Boise,Women's Apparel,$30.00 ,550,"$1,65,000 ","$82,500 ",50%
West Gear,OFF-PA-10001274,Boise,Men's Street Footwear,$20.00 ,700,"$1,40,000 ","$49,000 ",35%
West Gear,OFF-PA-10002250,Boise,Men's Athletic Footwear,$30.00 ,725,"$2,17,500 ","$76,125 ",35%
West Gear,OFF-AR-10000475,Boise,Women's Street Footwear,$25.00 ,575,"$1,43,750 ","$50,313 ",35%
West Gear,OFF-BI-10002976,Boise,Women's Athletic Footwear,$35.00 ,500,"$1,75,000 ","$78,750 ",45%
West Gear,FUR-CH-10003061,Boise,Men's Apparel,$50.00 ,400,"$2,00,000 ","$60,000 ",30%
West Gear,OFF-PA-10002893,Boise,Women's Apparel,$45.00 ,750,"$3,37,500 ","$1,68,750 ",50%
West Gear,OFF-LA-10003077,Boise,Men's Street Footwear,$45.00 ,750,"$3,37,500 ","$1,18,125 ",35%
West Gear,OFF-PA-10001661,Boise,Men's Athletic Footwear,$50.00 ,750,"$3,75,000 ","$1,31,250 ",35%
West Gear,OFF-BI-10004656,Boise,Women's Street Footwear,$50.00 ,600,"$3,00,000 ","$1,05,000 ",35%
West Gear,OFF-BI-10003707,Boise,Women's Athletic Footwear,$50.00 ,550,"$2,75,000 ","$1,23,750 ",45%
West Gear,FUR-FU-10004973,Boise,Men's Apparel,$55.00 ,450,"$2,47,500 ","$74,250 ",30%
West Gear,OFF-BI-10004817,Boise,Women's Apparel,$60.00 ,825,"$4,95,000 ","$2,47,500 ",50%
West Gear,OFF-AR-10001860,Boise,Men's Street Footwear,$50.00 ,775,"$3,87,500 ","$1,55,000 ",40%
West Gear,OFF-PA-10001639,Boise,Men's Athletic Footwear,$55.00 ,775,"$4,26,250 ","$1,70,500 ",40%
West Gear,OFF-AP-10004487,Boise,Women's Street Footwear,$50.00 ,925,"$4,62,500 ","$1,85,000 ",40%
West Gear,TEC-PH-10001760,Boise,Women's Athletic Footwear,$50.00 ,525,"$2,62,500 ","$1,31,250 ",50%
West Gear,OFF-PA-10004071,Boise,Men's Apparel,$55.00 ,525,"$2,88,750 ","$1,01,063 ",35%
Foot Locker,FUR-FU-10004848,Boise,Women's Apparel,$65.00 ,800,"$5,20,000 ","$2,86,000 ",55%
Foot Locker,OFF-BI-10004022,Boise,Men's Street Footwear,$50.00 ,750,"$3,75,000 ","$1,50,000 ",40%
Foot Locker,OFF-BI-10003669,Boise,Men's Athletic Footwear,$55.00 ,750,"$4,12,500 ","$1,65,000 ",40%
Foot Locker,FUR-CH-10003833,Boise,Women's Street Footwear,$50.00 ,925,"$4,62,500 ","$1,85,000 ",40%
Foot Locker,OFF-AR-10003732,Boise,Women's Athletic Footwear,$50.00 ,475,"$2,37,500 ","$1,18,750 ",50%
Sports Direct,FUR-FU-10003142,Boise,Men's Apparel,$55.00 ,475,"$2,61,250 ","$91,438 ",35%
Sports Direct,FUR-FU-10001196,Boise,Women's Apparel,$60.00 ,725,"$4,35,000 ","$2,39,250 ",55%
Sports Direct,TEC-AC-10001114,Boise,Men's Street Footwear,$55.00 ,675,"$3,71,250 ","$1,48,500 ",40%
Sports Direct,FUR-CH-10002335,Boise,Men's Athletic Footwear,$55.00 ,625,"$3,43,750 ","$1,37,500 ",40%
Sports Direct,TEC-AC-10000844,Boise,Women's Street Footwear,$60.00 ,675,"$4,05,000 ","$1,62,000 ",40%
Sports Direct,FUR-TA-10004534,Boise,Women's Athletic Footwear,$60.00 ,400,"$2,40,000 ","$1,20,000 ",50%
Sports Direct,OFF-FA-10002975,Boise,Men's Apparel,$55.00 ,400,"$2,20,000 ","$77,000 ",35%
Sports Direct,OFF-ST-10003996,Boise,Women's Apparel,$50.00 ,625,"$3,12,500 ","$1,71,875 ",55%
Sports Direct,OFF-BI-10002571,Boise,Men's Street Footwear,$40.00 ,575,"$2,30,000 ","$92,000 ",40%
Sports Direct,OFF-PA-10000477,Boise,Men's Athletic Footwear,$40.00 ,575,"$2,30,000 ","$92,000 ",40%
Sports Direct,OFF-BI-10004209,Boise,Women's Street Footwear,$45.00 ,525,"$2,36,250 ","$94,500 ",40%
Sports Direct,OFF-ST-10001963,Boise,Women's Athletic Footwear,$45.00 ,375,"$1,68,750 ","$84,375 ",50%
Sports Direct,FUR-CH-10003833,Boise,Men's Apparel,$35.00 ,350,"$1,22,500 ","$42,875 ",35%
Sports Direct,TEC-AC-10004568,Boise,Women's Apparel,$45.00 ,525,"$2,36,250 ","$1,29,938 ",55%
Sports Direct,OFF-AR-10001419,Boise,Men's Street Footwear,$35.00 ,675,"$2,36,250 ","$94,500 ",40%
Sports Direct,TEC-AC-10002800,Boise,Men's Athletic Footwear,$35.00 ,675,"$2,36,250 ","$94,500 ",40%
Sports Direct,FUR-TA-10003954,Boise,Women's Street Footwear,$60.00 ,600,"$3,60,000 ","$1,44,000 ",40%
Sports Direct,OFF-BI-10000301,Boise,Women's Athletic Footwear,$60.00 ,450,"$2,70,000 ","$1,35,000 ",50%
Sports Direct,FUR-CH-10003956,Boise,Men's Apparel,$55.00 ,425,"$2,33,750 ","$81,813 ",35%
Sports Direct,OFF-BI-10002954,Boise,Women's Apparel,$65.00 ,625,"$4,06,250 ","$2,23,438 ",55%
Foot Locker,TEC-AC-10003289,Boise,Men's Street Footwear,$55.00 ,775,"$4,26,250 ","$1,70,500 ",40%
Foot Locker,TEC-PH-10002468,Boise,Men's Athletic Footwear,$55.00 ,775,"$4,26,250 ","$1,70,500 ",40%
Foot Locker,FUR-FU-10001861,Boise,Women's Street Footwear,$60.00 ,675,"$4,05,000 ","$1,62,000 ",40%
Foot Locker,OFF-PA-10004082,Boise,Women's Athletic Footwear,$60.00 ,525,"$3,15,000 ","$1,57,500 ",50%
Foot Locker,OFF-AP-10000358,Boise,Men's Apparel,$55.00 ,475,"$2,61,250 ","$91,438 ",35%
Foot Locker,OFF-PA-10004243,Boise,Women's Apparel,$65.00 ,725,"$4,71,250 ","$2,59,188 ",55%
Foot Locker,OFF-PA-10001295,Boise,Men's Street Footwear,$30.00 ,425,"$1,27,500 ","$44,625 ",35%
Foot Locker,TEC-PH-10002170,Boise,Men's Athletic Footwear,$40.00 ,425,"$1,70,000 ","$68,000 ",40%
Foot Locker,FUR-FU-10002885,Boise,Women's Street Footwear,$40.00 ,425,"$1,70,000 ","$59,500 ",35%
Foot Locker,OFF-PA-10002870,Boise,Women's Athletic Footwear,$40.00 ,275,"$1,10,000 ","$38,500 ",35%
Foot Locker,OFF-LA-10003923,Boise,Men's Apparel,$45.00 ,225,"$1,01,250 ","$30,375 ",30%
Foot Locker,OFF-LA-10003510,Boise,Women's Apparel,$40.00 ,425,"$1,70,000 ","$42,500 ",25%
Foot Locker,OFF-LA-10000248,Boise,Men's Street Footwear,$30.00 ,475,"$1,42,500 ","$49,875 ",35%
Foot Locker,OFF-ST-10000060,Boise,Men's Athletic Footwear,$40.00 ,375,"$1,50,000 ","$60,000 ",40%
Foot Locker,OFF-PA-10003129,Boise,Women's Street Footwear,$40.00 ,375,"$1,50,000 ","$52,500 ",35%
Foot Locker,OFF-FA-10004076,Phoenix,Women's Athletic Footwear,$40.00 ,225,"$90,000 ","$31,500 ",35%
Foot Locker,OFF-LA-10004008,Phoenix,Men's Apparel,$45.00 ,150,"$67,500 ","$20,250 ",30%
Foot Locker,OFF-BI-10004094,Phoenix,Women's Apparel,$40.00 ,350,"$1,40,000 ","$35,000 ",25%
Foot Locker,FUR-TA-10004607,Phoenix,Men's Street Footwear,$40.00 ,500,"$2,00,000 ","$70,000 ",35%
Foot Locker,FUR-CH-10004289,Phoenix,Men's Athletic Footwear,$50.00 ,350,"$1,75,000 ","$70,000 ",40%
Foot Locker,OFF-SU-10004498,Phoenix,Women's Street Footwear,$50.00 ,350,"$1,75,000 ","$61,250 ",35%
Foot Locker,OFF-AR-10001177,Phoenix,Women's Athletic Footwear,$50.00 ,225,"$1,12,500 ","$39,375 ",35%
Foot Locker,OFF-BI-10001718,Phoenix,Men's Apparel,$55.00 ,125,"$68,750 ","$20,625 ",30%
Foot Locker,OFF-AR-10004602,Phoenix,Women's Apparel,$50.00 ,325,"$1,62,500 ","$40,625 ",25%
Foot Locker,OFF-AR-10003856,Phoenix,Men's Street Footwear,$50.00 ,500,"$2,50,000 ","$87,500 ",35%
Foot Locker,OFF-ST-10000649,Phoenix,Men's Athletic Footwear,$55.00 ,300,"$1,65,000 ","$66,000 ",40%
Foot Locker,TEC-AC-10002926,Phoenix,Women's Street Footwear,$55.00 ,350,"$1,92,500 ","$67,375 ",35%
Foot Locker,OFF-ST-10000078,Phoenix,Women's Athletic Footwear,$50.00 ,250,"$1,25,000 ","$43,750 ",35%
Foot Locker,OFF-AR-10001044,Phoenix,Men's Apparel,$55.00 ,150,"$82,500 ","$24,750 ",30%
Foot Locker,FUR-CH-10002372,Phoenix,Women's Apparel,$70.00 ,325,"$2,27,500 ","$56,875 ",25%
Foot Locker,OFF-PA-10000357,Phoenix,Men's Street Footwear,$50.00 ,525,"$2,62,500 ","$91,875 ",35%
Foot Locker,TEC-AC-10001266,Phoenix,Men's Athletic Footwear,$55.00 ,375,"$2,06,250 ","$82,500 ",40%
Foot Locker,OFF-PA-10004888,Phoenix,Women's Street Footwear,$55.00 ,400,"$2,20,000 ","$77,000 ",35%
Foot Locker,OFF-BI-10003460,Phoenix,Women's Athletic Footwear,$50.00 ,300,"$1,50,000 ","$52,500 ",35%
Foot Locker,OFF-PA-10000157,Phoenix,Men's Apparel,$55.00 ,200,"$1,10,000 ","$33,000 ",30%
Foot Locker,OFF-BI-10004519,Phoenix,Women's Apparel,$70.00 ,375,"$2,62,500 ","$65,625 ",25%
Foot Locker,OFF-AR-10004272,Phoenix,Men's Street Footwear,$50.00 ,625,"$3,12,500 ","$1,09,375 ",35%
Foot Locker,OFF-FA-10000585,Phoenix,Men's Athletic Footwear,$55.00 ,475,"$2,61,250 ","$1,04,500 ",40%
Foot Locker,FUR-CH-10004218,Phoenix,Women's Street Footwear,$55.00 ,475,"$2,61,250 ","$91,438 ",35%
Foot Locker,OFF-SU-10004231,Phoenix,Women's Athletic Footwear,$50.00 ,350,"$1,75,000 ","$61,250 ",35%
Foot Locker,TEC-PH-10001578,Phoenix,Men's Apparel,$55.00 ,225,"$1,23,750 ","$37,125 ",30%
Foot Locker,OFF-ST-10003638,Phoenix,Women's Apparel,$70.00 ,525,"$3,67,500 ","$91,875 ",25%
Foot Locker,FUR-BO-10002213,Phoenix,Men's Street Footwear,$50.00 ,675,"$3,37,500 ","$1,18,125 ",35%
Foot Locker,FUR-TA-10001307,Phoenix,Men's Athletic Footwear,$55.00 ,525,"$2,88,750 ","$1,15,500 ",40%
Foot Locker,OFF-PA-10002222,Phoenix,Women's Street Footwear,$55.00 ,475,"$2,61,250 ","$91,438 ",35%
Foot Locker,OFF-PA-10002479,Phoenix,Women's Athletic Footwear,$50.00 ,375,"$1,87,500 ","$65,625 ",35%
Foot Locker,OFF-BI-10003091,Phoenix,Men's Apparel,$55.00 ,425,"$2,33,750 ","$70,125 ",30%
Foot Locker,OFF-BI-10000145,Phoenix,Women's Apparel,$70.00 ,425,"$2,97,500 ","$74,375 ",25%
Foot Locker,FUR-CH-10003061,Phoenix,Men's Street Footwear,$55.00 ,625,"$3,43,750 ","$1,20,313 ",35%
Foot Locker,FUR-BO-10001972,Phoenix,Men's Athletic Footwear,$60.00 ,575,"$3,45,000 ","$1,38,000 ",40%
Foot Locker,OFF-LA-10000134,Phoenix,Women's Street Footwear,$55.00 ,450,"$2,47,500 ","$86,625 ",35%
Foot Locker,OFF-EN-10003040,Phoenix,Women's Athletic Footwear,$55.00 ,400,"$2,20,000 ","$77,000 ",35%
Foot Locker,TEC-PH-10000923,Phoenix,Men's Apparel,$65.00 ,400,"$2,60,000 ","$78,000 ",30%
Foot Locker,TEC-AC-10000158,Phoenix,Women's Apparel,$70.00 ,375,"$2,62,500 ","$65,625 ",25%
Foot Locker,FUR-FU-10003623,Phoenix,Men's Street Footwear,$45.00 ,575,"$2,58,750 ","$90,563 ",35%
Foot Locker,OFF-PA-10001293,Phoenix,Men's Athletic Footwear,$50.00 ,575,"$2,87,500 ","$1,15,000 ",40%
Foot Locker,OFF-AP-10000124,Phoenix,Women's Street Footwear,$45.00 ,425,"$1,91,250 ","$66,938 ",35%
Foot Locker,OFF-AR-10004511,Phoenix,Women's Athletic Footwear,$45.00 ,375,"$1,68,750 ","$59,063 ",35%
Foot Locker,FUR-FU-10000076,Phoenix,Men's Apparel,$55.00 ,375,"$2,06,250 ","$61,875 ",30%
Foot Locker,OFF-PA-10003883,Phoenix,Women's Apparel,$60.00 ,425,"$2,55,000 ","$63,750 ",25%
Foot Locker,OFF-BI-10003656,Phoenix,Men's Street Footwear,$45.00 ,500,"$2,25,000 ","$78,750 ",35%
Foot Locker,OFF-FA-10000053,Phoenix,Men's Athletic Footwear,$50.00 ,500,"$2,50,000 ","$1,00,000 ",40%
Foot Locker,TEC-PH-10002807,Phoenix,Women's Street Footwear,$45.00 ,325,"$1,46,250 ","$51,188 ",35%
Foot Locker,FUR-FU-10002364,Phoenix,Women's Athletic Footwear,$45.00 ,300,"$1,35,000 ","$47,250 ",35%
Foot Locker,OFF-BI-10002954,Phoenix,Men's Apparel,$55.00 ,275,"$1,51,250 ","$45,375 ",30%
Foot Locker,OFF-PA-10004092,Phoenix,Women's Apparel,$60.00 ,325,"$1,95,000 ","$48,750 ",25%
Foot Locker,OFF-BI-10003982,Phoenix,Men's Street Footwear,$45.00 ,500,"$2,25,000 ","$78,750 ",35%
Foot Locker,OFF-SU-10001664,Phoenix,Men's Athletic Footwear,$50.00 ,525,"$2,62,500 ","$1,05,000 ",40%
Foot Locker,FUR-TA-10003238,Phoenix,Women's Street Footwear,$45.00 ,375,"$1,68,750 ","$59,063 ",35%
Foot Locker,OFF-PA-10004675,Phoenix,Women's Athletic Footwear,$45.00 ,350,"$1,57,500 ","$55,125 ",35%
Foot Locker,TEC-PH-10002293,Phoenix,Men's Apparel,$55.00 ,300,"$1,65,000 ","$49,500 ",30%
Foot Locker,OFF-FA-10002780,Phoenix,Women's Apparel,$60.00 ,425,"$2,55,000 ","$63,750 ",25%
Foot Locker,FUR-CH-10002965,Phoenix,Men's Street Footwear,$45.00 ,625,"$2,81,250 ","$98,438 ",35%
Foot Locker,OFF-BI-10004781,Phoenix,Men's Athletic Footwear,$50.00 ,625,"$3,12,500 ","$1,25,000 ",40%
Kohl's,OFF-ST-10001713,Phoenix,Women's Street Footwear,$45.00 ,425,"$1,91,250 ","$66,938 ",35%
Kohl's,FUR-FU-10003975,Phoenix,Women's Athletic Footwear,$45.00 ,425,"$1,91,250 ","$66,938 ",35%
Kohl's,TEC-PH-10001536,Phoenix,Men's Apparel,$55.00 ,350,"$1,92,500 ","$57,750 ",30%
Kohl's,FUR-CH-10001973,Phoenix,Women's Apparel,$60.00 ,450,"$2,70,000 ","$67,500 ",25%
Kohl's,TEC-AC-10001772,Phoenix,Men's Street Footwear,$35.00 ,475,"$1,66,250 ","$58,188 ",35%
Kohl's,OFF-PA-10002586,Phoenix,Men's Athletic Footwear,$45.00 ,475,"$2,13,750 ","$85,500 ",40%
Kohl's,OFF-BI-10004094,Phoenix,Women's Street Footwear,$45.00 ,475,"$2,13,750 ","$74,813 ",35%
Kohl's,FUR-FU-10004973,Phoenix,Women's Athletic Footwear,$45.00 ,325,"$1,46,250 ","$51,188 ",35%
Kohl's,OFF-FA-10000624,Phoenix,Men's Apparel,$50.00 ,275,"$1,37,500 ","$41,250 ",30%
Kohl's,OFF-ST-10001097,Phoenix,Women's Apparel,$45.00 ,475,"$2,13,750 ","$53,438 ",25%
Kohl's,OFF-ST-10001469,Phoenix,Men's Street Footwear,$35.00 ,525,"$1,83,750 ","$64,313 ",35%
Kohl's,OFF-AR-10004956,Phoenix,Men's Athletic Footwear,$45.00 ,425,"$1,91,250 ","$76,500 ",40%
Kohl's,OFF-BI-10004236,Phoenix,Women's Street Footwear,$45.00 ,425,"$1,91,250 ","$66,938 ",35%
Kohl's,FUR-FU-10002937,Albuquerque,Women's Athletic Footwear,$45.00 ,275,"$1,23,750 ","$43,313 ",35%
Kohl's,OFF-AR-10003696,Albuquerque,Men's Apparel,$50.00 ,200,"$1,00,000 ","$30,000 ",30%
Kohl's,OFF-PA-10004359,Albuquerque,Women's Apparel,$45.00 ,400,"$1,80,000 ","$45,000 ",25%
Kohl's,TEC-AC-10002402,Albuquerque,Men's Street Footwear,$45.00 ,550,"$2,47,500 ","$86,625 ",35%
Kohl's,OFF-PA-10000551,Albuquerque,Men's Athletic Footwear,$55.00 ,400,"$2,20,000 ","$88,000 ",40%
Kohl's,FUR-FU-10003394,Albuquerque,Women's Street Footwear,$55.00 ,400,"$2,20,000 ","$77,000 ",35%
Kohl's,OFF-AR-10002067,Albuquerque,Women's Athletic Footwear,$55.00 ,275,"$1,51,250 ","$52,938 ",35%
Kohl's,OFF-BI-10004140,Albuquerque,Men's Apparel,$60.00 ,175,"$1,05,000 ","$31,500 ",30%
Kohl's,OFF-AR-10004078,Albuquerque,Women's Apparel,$55.00 ,375,"$2,06,250 ","$51,563 ",25%
Kohl's,TEC-AC-10000927,Albuquerque,Men's Street Footwear,$55.00 ,550,"$3,02,500 ","$1,05,875 ",35%
Kohl's,TEC-PH-10003931,Albuquerque,Men's Athletic Footwear,$60.00 ,350,"$2,10,000 ","$84,000 ",40%
Kohl's,FUR-CH-10004675,Albuquerque,Women's Street Footwear,$60.00 ,400,"$2,40,000 ","$84,000 ",35%
Kohl's,OFF-BI-10004506,Albuquerque,Women's Athletic Footwear,$55.00 ,300,"$1,65,000 ","$57,750 ",35%
Kohl's,OFF-BI-10002353,Albuquerque,Men's Apparel,$60.00 ,200,"$1,20,000 ","$36,000 ",30%
Kohl's,OFF-ST-10000943,Albuquerque,Women's Apparel,$75.00 ,375,"$2,81,250 ","$70,313 ",25%
Kohl's,OFF-PA-10000740,Albuquerque,Men's Street Footwear,$55.00 ,575,"$3,16,250 ","$1,10,688 ",35%
Kohl's,OFF-PA-10003001,Albuquerque,Men's Athletic Footwear,$60.00 ,425,"$2,55,000 ","$1,02,000 ",40%
Kohl's,OFF-BI-10001628,Albuquerque,Women's Street Footwear,$60.00 ,450,"$2,70,000 ","$94,500 ",35%
Kohl's,OFF-PA-10001509,Albuquerque,Women's Athletic Footwear,$55.00 ,350,"$1,92,500 ","$67,375 ",35%
Kohl's,OFF-BI-10000309,Albuquerque,Men's Apparel,$60.00 ,250,"$1,50,000 ","$45,000 ",30%
Kohl's,OFF-LA-10003923,Albuquerque,Women's Apparel,$75.00 ,425,"$3,18,750 ","$79,688 ",25%
Kohl's,FUR-CH-10002084,Albuquerque,Men's Street Footwear,$55.00 ,700,"$3,85,000 ","$1,34,750 ",35%
Kohl's,TEC-MA-10000488,Albuquerque,Men's Athletic Footwear,$60.00 ,550,"$3,30,000 ","$1,32,000 ",40%
Kohl's,TEC-AC-10001767,Albuquerque,Women's Street Footwear,$60.00 ,550,"$3,30,000 ","$1,15,500 ",35%
Kohl's,FUR-FU-10001940,Albuquerque,Women's Athletic Footwear,$55.00 ,425,"$2,33,750 ","$81,813 ",35%
Kohl's,OFF-BI-10002735,Albuquerque,Men's Apparel,$60.00 ,300,"$1,80,000 ","$54,000 ",30%
Kohl's,TEC-AC-10002345,Albuquerque,Women's Apparel,$75.00 ,600,"$4,50,000 ","$1,12,500 ",25%
Kohl's,OFF-EN-10003134,Albuquerque,Men's Street Footwear,$55.00 ,750,"$4,12,500 ","$1,44,375 ",35%
Kohl's,FUR-FU-10003708,Albuquerque,Men's Athletic Footwear,$60.00 ,600,"$3,60,000 ","$1,44,000 ",40%
Kohl's,TEC-PH-10003645,Albuquerque,Women's Street Footwear,$60.00 ,550,"$3,30,000 ","$1,15,500 ",35%
Kohl's,OFF-AP-10000692,Albuquerque,Women's Athletic Footwear,$55.00 ,450,"$2,47,500 ","$86,625 ",35%
Kohl's,OFF-BI-10001718,Albuquerque,Men's Apparel,$60.00 ,500,"$3,00,000 ","$90,000 ",30%
Kohl's,OFF-AP-10002082,Albuquerque,Women's Apparel,$75.00 ,500,"$3,75,000 ","$93,750 ",25%
Kohl's,OFF-PA-10001125,Albuquerque,Men's Street Footwear,$60.00 ,700,"$4,20,000 ","$1,47,000 ",35%
Kohl's,OFF-AP-10000252,Albuquerque,Men's Athletic Footwear,$65.00 ,650,"$4,22,500 ","$1,69,000 ",40%
Kohl's,TEC-AC-10003038,Albuquerque,Women's Street Footwear,$60.00 ,525,"$3,15,000 ","$1,10,250 ",35%
Kohl's,OFF-AR-10000940,Albuquerque,Women's Athletic Footwear,$60.00 ,475,"$2,85,000 ","$99,750 ",35%
Kohl's,OFF-AR-10001954,Albuquerque,Men's Apparel,$70.00 ,475,"$3,32,500 ","$99,750 ",30%
Kohl's,OFF-PA-10003177,Albuquerque,Women's Apparel,$75.00 ,450,"$3,37,500 ","$84,375 ",25%
Kohl's,OFF-PA-10000533,Albuquerque,Men's Street Footwear,$50.00 ,625,"$3,12,500 ","$1,09,375 ",35%
Kohl's,FUR-FU-10001935,Albuquerque,Men's Athletic Footwear,$55.00 ,625,"$3,43,750 ","$1,37,500 ",40%
Kohl's,TEC-PH-10002563,Albuquerque,Women's Street Footwear,$50.00 ,475,"$2,37,500 ","$83,125 ",35%
Kohl's,OFF-BI-10002160,Albuquerque,Women's Athletic Footwear,$50.00 ,425,"$2,12,500 ","$74,375 ",35%
Kohl's,FUR-FU-10004748,Albuquerque,Men's Apparel,$60.00 ,425,"$2,55,000 ","$76,500 ",30%
Kohl's,FUR-FU-10001473,Albuquerque,Women's Apparel,$65.00 ,475,"$3,08,750 ","$77,188 ",25%
Kohl's,OFF-AR-10000538,Albuquerque,Men's Street Footwear,$50.00 ,550,"$2,75,000 ","$96,250 ",35%
Kohl's,OFF-BI-10001098,Albuquerque,Men's Athletic Footwear,$55.00 ,550,"$3,02,500 ","$1,21,000 ",40%
Kohl's,TEC-PH-10001552,Albuquerque,Women's Street Footwear,$50.00 ,375,"$1,87,500 ","$65,625 ",35%
Kohl's,OFF-AR-10000390,Albuquerque,Women's Athletic Footwear,$50.00 ,350,"$1,75,000 ","$61,250 ",35%
Kohl's,TEC-PH-10001079,Albuquerque,Men's Apparel,$60.00 ,325,"$1,95,000 ","$58,500 ",30%
Kohl's,OFF-BI-10003460,Albuquerque,Women's Apparel,$75.00 ,375,"$2,81,250 ","$70,313 ",25%
Kohl's,OFF-AP-10003842,Albuquerque,Men's Street Footwear,$60.00 ,550,"$3,30,000 ","$1,15,500 ",35%
Kohl's,FUR-FU-10003535,Albuquerque,Men's Athletic Footwear,$65.00 ,600,"$3,90,000 ","$1,56,000 ",40%
Kohl's,OFF-BI-10002012,Albuquerque,Women's Street Footwear,$60.00 ,450,"$2,70,000 ","$94,500 ",35%
Kohl's,OFF-BI-10001922,Albuquerque,Women's Athletic Footwear,$60.00 ,425,"$2,55,000 ","$89,250 ",35%
Kohl's,OFF-AP-10000576,Albuquerque,Men's Apparel,$70.00 ,375,"$2,62,500 ","$78,750 ",30%
Kohl's,FUR-CH-10000553,Albuquerque,Women's Apparel,$75.00 ,500,"$3,75,000 ","$93,750 ",25%
Kohl's,OFF-AR-10003469,Albuquerque,Men's Street Footwear,$60.00 ,700,"$4,20,000 ","$1,47,000 ",35%
Kohl's,OFF-BI-10000145,Albuquerque,Men's Athletic Footwear,$65.00 ,700,"$4,55,000 ","$1,82,000 ",40%
Sports Direct,OFF-ST-10001580,Albuquerque,Women's Street Footwear,$60.00 ,500,"$3,00,000 ","$1,05,000 ",35%
Sports Direct,TEC-PH-10001817,Albuquerque,Women's Athletic Footwear,$60.00 ,500,"$3,00,000 ","$1,05,000 ",35%
Sports Direct,TEC-PH-10001578,Albuquerque,Men's Apparel,$70.00 ,425,"$2,97,500 ","$89,250 ",30%
Sports Direct,OFF-AR-10004078,Albuquerque,Women's Apparel,$75.00 ,525,"$3,93,750 ","$98,438 ",25%
Sports Direct,FUR-CH-10004860,Albuquerque,Men's Street Footwear,$30.00 ,450,"$1,35,000 ","$54,000 ",40%
Sports Direct,OFF-PA-10003790,Albuquerque,Men's Athletic Footwear,$40.00 ,450,"$1,80,000 ","$72,000 ",40%
Sports Direct,FUR-BO-10002202,Albuquerque,Women's Street Footwear,$40.00 ,450,"$1,80,000 ","$63,000 ",35%
Sports Direct,OFF-FA-10003059,Albuquerque,Women's Athletic Footwear,$40.00 ,300,"$1,20,000 ","$48,000 ",40%
Sports Direct,TEC-PH-10002496,Albuquerque,Men's Apparel,$45.00 ,250,"$1,12,500 ","$39,375 ",35%
Sports Direct,FUR-TA-10003238,Albuquerque,Women's Apparel,$40.00 ,450,"$1,80,000 ","$45,000 ",25%
Sports Direct,OFF-BI-10004390,Albuquerque,Men's Street Footwear,$30.00 ,500,"$1,50,000 ","$60,000 ",40%
Sports Direct,OFF-AP-10002765,Albuquerque,Men's Athletic Footwear,$40.00 ,400,"$1,60,000 ","$64,000 ",40%
Sports Direct,FUR-FU-10000293,Albuquerque,Women's Street Footwear,$40.00 ,400,"$1,60,000 ","$56,000 ",35%
Sports Direct,OFF-ST-10003692,Atlanta,Women's Athletic Footwear,$40.00 ,250,"$1,00,000 ","$40,000 ",40%
Sports Direct,TEC-PH-10001051,Atlanta,Men's Apparel,$45.00 ,175,"$78,750 ","$27,563 ",35%
Sports Direct,TEC-AC-10001013,Atlanta,Women's Apparel,$40.00 ,375,"$1,50,000 ","$37,500 ",25%
Sports Direct,OFF-ST-10000025,Atlanta,Men's Street Footwear,$40.00 ,525,"$2,10,000 ","$84,000 ",40%
Sports Direct,OFF-AR-10000817,Atlanta,Men's Athletic Footwear,$50.00 ,375,"$1,87,500 ","$75,000 ",40%
Sports Direct,OFF-SU-10000952,Atlanta,Women's Street Footwear,$50.00 ,375,"$1,87,500 ","$65,625 ",35%
Sports Direct,FUR-FU-10004597,Atlanta,Women's Athletic Footwear,$50.00 ,250,"$1,25,000 ","$50,000 ",40%
Sports Direct,OFF-BI-10003527,Atlanta,Men's Apparel,$55.00 ,150,"$82,500 ","$28,875 ",35%
Sports Direct,OFF-BI-10002982,Atlanta,Women's Apparel,$50.00 ,350,"$1,75,000 ","$43,750 ",25%
Sports Direct,TEC-PH-10004165,Atlanta,Men's Street Footwear,$50.00 ,525,"$2,62,500 ","$1,05,000 ",40%
Sports Direct,OFF-ST-10003442,Atlanta,Men's Athletic Footwear,$55.00 ,325,"$1,78,750 ","$71,500 ",40%
Sports Direct,OFF-AR-10003856,Atlanta,Women's Street Footwear,$55.00 ,375,"$2,06,250 ","$72,188 ",35%
Sports Direct,OFF-FA-10004248,Atlanta,Women's Athletic Footwear,$50.00 ,275,"$1,37,500 ","$55,000 ",40%
Sports Direct,OFF-AP-10001492,Atlanta,Men's Apparel,$55.00 ,175,"$96,250 ","$33,688 ",35%
Sports Direct,TEC-PH-10004165,Atlanta,Women's Apparel,$70.00 ,350,"$2,45,000 ","$61,250 ",25%
Sports Direct,OFF-PA-10004285,Atlanta,Men's Street Footwear,$50.00 ,550,"$2,75,000 ","$1,10,000 ",40%
Sports Direct,OFF-BI-10001628,Atlanta,Men's Athletic Footwear,$55.00 ,400,"$2,20,000 ","$88,000 ",40%
Sports Direct,OFF-BI-10000546,Atlanta,Women's Street Footwear,$55.00 ,425,"$2,33,750 ","$81,813 ",35%
